-334,356,306.05,262.45
-332,358,305.85,261.05
-330,360,304.95,261
-328,362,305.45,262.6
-326,364,305.55,262.15
-324,366,305,263.3
-322,368,304.7,262.3
-320,370,304.9,263
-318,372,304.15,262.55
-316,374,303.4,262.15
-314,376,303.65,263.7
-312,378,303.75,263.95
-310,380,303.65,262.5
-308,382,303.6,263.5
-306,384,303.25,263.6
-304,386,303.05,263.65
-302,388,302.95,262.75
-300,390,302.8,262.55
-298,392,302.9,263.25
-296,394,303,262.55
-294,396,302.75,262.65
-292,398,302.65,262.75
-290,400,302.55,262.55
-288,402,302.85,262.7
-286,404,302.6,262.85
-284,406,302.5,262.7
-282,408,302.2,262.6
-280,410,302.55,264.95
-278,412,302.05,263.4
-276,414,302.65,263.35
-274,416,302.6,263.4
-272,418,302.65,263.15
-270,420,302.9,262.8
-268,422,303.3,264.2
-266,424,303.2,263.25
-264,426,302.85,262.35
-262,428,302.7,263.2
-260,430,302.45,260.65
-258,432,302.6,260.9
-256,434,302.55,261.2
-254,436,303.2,261.75
-252,438,303.35,262.35
-250,440,303.65,263.55
-248,442,303.8,262.05
-246,444,303.65,260.55
-244,446,304.1,262.9
-242,448,303.7,261.6
-240,450,303.8,260.2
-238,452,303.7,261.55
-236,454,304,261.4
-234,456,304.3,261.35
-232,458,304.45,261.55
-230,460,304.4,260.35
-228,462,304.05,259.1
-226,464,304.15,259.9
-224,466,304.55,260.7
-222,468,304.65,261.5
-220,470,304.5,260.25
-218,472,305,261.8
-216,474,305,261.5
-214,476,305.05,261.25
-212,478,305.25,263
-210,480,305.65,262.35
-208,482,305.3,261.7
-206,484,305.6,261.8
-204,486,305.55,259.6
-202,488,305.8,261.15
-200,490,305.95,259.15
-198,492,305.8,258.95
-196,494,305.85,260
-194,496,306.4,259.75
-192,498,305.6,259.55
-190,500,305.7,260.15
-188,502,305.4,259.2
-186,504,306.4,258.15
-184,506,306.3,258.75
-182,508,306.25,258.8
-180,510,305.7,257.7
-178,512,305.8,259.65
-176,514,305.7,258.6
-174,516,305.55,258.5
-172,518,305.5,258.6
-170,520,305.4,257
-168,522,305.5,256.85
-166,524,305.55,257.2
-164,526,305.7,256.55
-162,528,305.65,257
-160,530,305.55,257.5
-158,532,305.3,256.85
-156,534,304.9,256.25
-154,536,304.9,257.3
-152,538,304.95,255.85
-150,540,305.1,256.45
-148,542,304.6,257.1
-146,544,304.7,257.1
-144,546,304.75,257.05
-142,548,304.7,256.9
-140,550,304.75,257
-138,552,304.25,256.3
-136,554,304.45,257.9
-134,556,304.35,256.65
-132,558,304.2,255.35
-130,560,304.25,256.85
-128,562,304.25,258.3
-126,564,303.85,258.6
-124,566,303.85,257.55
-122,568,304.25,259.3
-120,570,303.75,258.85
-118,572,303.2,258.45
-116,574,303.25,258.55
-114,576,303.2,258.7
-112,578,303.25,258.15
-110,580,302.5,258.65
-108,582,302.25,258.25
-106,584,302.5,257.75
-104,586,302.65,255.95
-102,588,302.3,255.75
-100,590,302.95,257.1
-98,592,302.65,256.85
-96,594,302.4,256.65
-94,596,302.7,257.85
-92,598,302.7,257.1
-90,600,302.8,256.65
-88,602,303.1,256.95
-86,604,302.75,256.55
-84,606,302.75,256.9
-82,608,302.65,256.2
-80,610,302.8,256.05
-78,612,303,256.45
-76,614,302.9,255.95
-74,616,303.4,255.4
-72,618,304.2,256
-70,620,303.8,256.7
-68,622,303.85,256.6
-66,624,303.95,256.5
-64,626,304,257.15
-62,628,304.05,256.5
-60,630,304,256.55
-58,632,304,256.55
-56,634,303.9,255.95
-54,636,304.25,256.1
-52,638,304.5,256.25
-50,640,304.6,255.75
-48,642,304.35,255.75
-46,644,304.25,255.8
-44,646,304.45,255.65
-42,648,304.45,256.2
-40,650,304.25,256
-38,652,304.25,255.85
-36,654,304.15,255.75
-34,656,303.65,256.95
-32,658,303.5,255.8
-30,660,303.65,256.15
-28,662,302.75,256.6
-26,664,303,258.05
-24,666,303.3,256.65
-22,668,303.2,257.25
-20,670,303,256.9
-18,672,303.5,256.5
-16,674,303.4,256.9
-14,676,303.35,256.95
-12,678,303.35,255.6
-10,680,303.6,255.6
-8,682,303.65,256.7
-6,684,304,255.75
-4,686,304,256.25
-2,688,304.1,255.4
0,690,304.65,256
2,692,306.8,256.05
4,694,310.85,255.6
6,696,320.35,258.35
8,698,333.55,260.85
10,700,348.4,261.85
12,702,365.6,261.65
14,704,385.15,262.6
16,706,402.1,260.9
18,708,419.45,260.95
20,710,435.75,259.8
22,712,453.7,258.5
24,714,471.85,258.15
26,716,490.95,257.9
28,718,508,257.55
30,720,526.5,259.45
32,722,543.8,260.95
34,724,559.25,262.25
36,726,571.55,269.1
38,728,583.25,269.85
40,730,593.35,270.65
42,732,603.65,269.1
44,734,608.05,270.4
46,736,614.3,268.95
48,738,616.95,268.85
50,740,619.7,268.9
52,742,622.65,268.65
54,744,623.7,267.8
56,746,624.75,267.9
58,748,624.65,267.4
60,750,624.45,266.9
62,752,623.7,267.7
64,754,623.3,267.75
66,756,623.05,267.8
68,758,623.75,267.9
70,760,624.1,267.6
72,762,623.65,267.4
74,764,624.3,267.45
76,766,624.05,267.05
78,768,624.5,266.75
80,770,624.6,266.45
82,772,624.65,266.6
84,774,625,266.55
86,776,625.3,266.35
88,778,625.65,266.45
90,780,626.25,266
92,782,626.1,266.3
94,784,626.25,266.1
96,786,626.45,266.2
98,788,626.4,265.55
100,790,626.65,265.7
102,792,626.6,265.9
104,794,626.35,264.6
106,796,626.75,265
108,798,626.5,265.15
110,800,626.65,264.85
112,802,627.05,264.8
114,804,626.9,264.65
116,806,627.5,264.55
118,808,626.9,264.2
120,810,626.9,264.6
122,812,627.25,264.75
124,814,627.65,264.75
126,816,628.1,264.5
128,818,628.1,264.4
130,820,628.05,264.4
132,822,627.95,264.1
134,824,627.85,263.85
136,826,627.75,263.6
138,828,627.9,263.8
140,830,627.95,263.85
142,832,628.2,263.7
144,834,628.4,263.55
146,836,628.2,263.25
148,838,628.3,263.2
150,840,628.5,263.2
152,842,627.85,262.9
154,844,627.75,263.3
